citation_id,run_id,ticker,claim_type,claim_text,source_doc_id,source_url,source_version,filing_date,section_ref,page_ref,quote,extraction_method,recorded_by,recorded_at,verification_status,verified_by,verified_at,notes
CIT-pilot25_2026Q1_v1-ABT-007,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,Abbott ties executive compensation to human capital management to sustain an inclusive culture and the fair and balanced treatment of Abbott s employees.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-008,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,Abbott s employee networks play an important role in building an inclusive culture across all Abbott operations.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-009,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,"Abbott has nine such networks, which are: Asian Leadership and Cultural Network, Black Business Network, disABILITY Network (supporting employees with disabilities), Early Career Network (supporting early career employees), LA VOICE Network (supporting Hispanic and Latino employees), PRIDE (supporting LGBTQ employees), Veterans Network, Women Leaders of Abbott, and Women in STEM.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-010,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,All networks are open to all Abbott employees.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-011,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,"Health and Safety The health, safety and wellness of its employees is an Abbott priority embedded at every level of its business.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-012,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,Abbott also maintains global policies and standards for managing employee health and safety.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-001,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"ARCH CAPITAL 13 2025 FORM 10-K HUMAN CAPITAL We are driven by our common purpose of Enabling Possibility for our customers, our communities and our employees.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-002,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"By continuously working to offer a meaningful and engaging employee experience, we not only seek to help people perform at their best among colleagues who care, but also aim to support our strategy of delivering specialty products and innovative solutions to our customers in each of our business segments.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-003,pilot25_2026Q1_v1,ACGL,numeric,Employee count candidate for ACGL: 8000,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"As of February 19, 2026, we had approximately 8,000 employees globally, compared to around 7,200 last year, which directly speaks to our ability to sustain our strong and unique culture as we grow, which is a key enabler to top talent retention.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-004,pilot25_2026Q1_v1,ACGL,numeric,Employee count candidate for ACGL: 4300,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"We have approximately 4,300 employees in North America (U.S., Canada and Bermuda), 1,700 employees in Europe and the U.K.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-005,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"and 2,000 employees in the Philippines, India, Australia and the rest of the world.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-006,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,An important aspect of our culture is sustaining a highly engaged and talented workforce.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-007,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,We strive to leverage the best contributions and ideas of our employees across our Company.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-008,pilot25_2026Q1_v1,ACGL,numeric,Employee count candidate for ACGL: 1500,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"In 2025, our multiple employee networks provided a forum for over 1,500 employees to share ideas, build community, provide leadership opportunities for members and contribute meaningfully to business outcomes.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-009,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"These networks are open to all our employees, fostering deeper connections with colleagues.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-010,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"Our employees are integral to the Company, and we maintain a sharp focus on enhancing the ways we attract, develop and retain our high-performing talent.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-011,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,"We offer competitive compensation and comprehensive benefits packages, including an employee share purchase plan, parental leave, contributions to retirement savings plans and programs to support employee mental and physical well-being.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACGL-012,pilot25_2026Q1_v1,ACGL,qualitative,Workforce-related statement for ACGL,SRC-pilot25_2026Q1_v1-FILING-ACGL-000094748426000017,https://www.sec.gov/Archives/edgar/data/947484/000094748426000017/acgl-20251231.htm,0000947484-26-000017,2026-02-26,auto_keyword_scan,,and have supported our employees with a student debt assistance program.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-001,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"Strategy and Consulting We work with C-suite executives, leaders and boards of the world s leading organizations, helping them reinvent nearly every part of their enterprise to set their strategic priorities, build their digital core, reinvent processes and reimagine their workforce to drive greater growth, enhance competitiveness, and deliver sustainable 360 stakeholder value.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-002,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"We also continue to steadily increase our AI and data workforce, reaching approximately 77,000 skilled AI and data practitioners at the end of fiscal 2025, against our goal of doubling our AI and data workforce to 80,000 by the end of fiscal 2026.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-003,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"For example, if we are unable to hire or upskill our employees to keep pace with the rapid and continuous changes in technology and the industries we serve, we may not be able to innovate and deliver new solutions and services to fulfill client demand.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-004,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"In these situations, we have engaged, and may in the future engage, in actions to rebalance our workforce, including reducing the rate of new hires and increasing involuntary terminations as a means to keep our supply of people and skills in balance with client demand, such as the three-pronged talent strategy initiated in the fourth quarter of fiscal 2025.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-005,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"In some countries we are required by local law to consult with employee representative bodies such as works councils, which may constrain our operational flexibility and efficiency in balancing our workforce with client demand and make us less competitive.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-006,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"In addition, while an immaterial percentage of our global workforce is currently unionized, the unionization of significant employee populations could result in higher costs and other operational impediments.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-007,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"At certain times and in certain geographical regions, we will find it difficult to hire and retain a sufficient number of employees with the skills or backgrounds to meet current and/or future demand.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-008,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"If our utilization rate is too high or too low, it could have an adverse effect on employee engagement and attrition, the quality of the work performed as well as our ability to staff projects.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-009,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,This includes developing talent and leadership capabilities in markets where the depth of skilled employees may be limited.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-010,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"As the breadth and complexity of this infrastructure continues to grow, including as a result of the increasing reliance on, and use of, mobile technologies, social media and cloud-based services, as more of our employees continue to work remotely, and as cyberattacks become increasingly sophisticated (e.g.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-011,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"Unauthorized disclosure or use of, denial of access to, or other incidents involving sensitive or confidential client, vendor, ecosystem partner or Accenture data, whether through systems failure, employee negligence, fraud, misappropriation, or cybersecurity, ransomware or malware attacks, or other intentional or unintentional acts, could damage our reputation and our competitive positioning in the marketplace, disrupt our or our clients business, cause us to lose clients and result in significant financial exposure and legal liability.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ACN-012,pilot25_2026Q1_v1,ACN,qualitative,Workforce-related statement for ACN,SRC-pilot25_2026Q1_v1-FILING-ACN-000146737325000217,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,0001467373-25-000217,2025-10-10,auto_keyword_scan,,"If any person, including any of our employees, negligently disregards or intentionally breaches our established controls with respect to client, third-party or Accenture data, or otherwise mismanages or misappropriates that data, we could be subject to significant litigation, monetary damages, regulatory enforcement actions, fines and/or criminal prosecution in one or more jurisdictions.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-001,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,HUMAN CAPITAL Adobe for All is our belief in creating a company culture where all employees are empowered to make an impact.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-002,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"The wealth of unique perspectives and experiences that our employees bring is vital to our business growth, fueling the product innovation and value that we deliver to billions of people around the world.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-003,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,We are continually investing in our global workforce to provide fair and market-competitive pay and benefits to support our employees wellbeing and foster their growth and development.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-004,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,We have not experienced work stoppages and believe our employee relations are good.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-005,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,Understanding employee sentiment and listening to employee feedback is important to Adobe.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-006,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"We utilize a variety of feedback mechanisms throughout an employee lifecycle to gather insights that help inform our decision-making regarding employee programs, talent risks, management opportunities, employee networks and more.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-007,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"In fiscal 2025, 78% of our employees participated in our most recent engagement survey.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-008,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"We have evolved into a hybrid model, in which employees who are assigned to an office can divide their work between the office and home about half the time.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-009,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"We continue to pilot, test and iterate our approach to support new ways of working and evolving the employee experience.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-010,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"Compensation, Benefits and Wellbeing Adobe offers fair, competitive compensation and benefits that support our employees overall wellbeing.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-011,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"To ensure alignment with our short- and long-term objectives, our compensation programs for all employees include base pay, short-term incentives and opportunities for long-term incentives.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADBE-012,pilot25_2026Q1_v1,ADBE,qualitative,Workforce-related statement for ADBE,SRC-pilot25_2026Q1_v1-FILING-ADBE-000079634326000003,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,0000796343-26-000003,2026-01-15,auto_keyword_scan,,"We believe this alignment, whether through equity awards issued by Adobe or participation in our employee stock purchase plan, makes employee shareholders more deeply connected to Adobe and engaged in contributing to our long-term success.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-001,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,our ability to recruit or retain our key personnel;,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-002,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"We also make available on our website our by-laws, corporate governance guidelines, the charters for the committees of our Board of Directors, our code of business conduct and ethics, which applies to our directors, officers and employees, and other governance documents.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-003,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"While our patents, copyrights, trademarks and trade secrets provide some advantage and protection, we believe our competitive position and future success is largely determined by such factors as the system and application knowledge, innovative skills, technological expertise and management ability and experience of our personnel;",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-004,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"We have programs and management systems in place to protect the environment and the health and safety of our employees, customers and the public.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-005,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"Our future success depends in large part on the continued service of our key technical and senior management personnel, and on our ability to continue to attract, retain and motivate qualified employees, particularly highly-skilled engineers involved in the design, development, support and manufacture of new and existing products and processes.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-006,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"In order for us to attract the best talent, we aim to offer challenging work in an environment that enables our employees to learn, grow and reach their full potential.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-007,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"We are working to achieve this by expanding the diversity of our workforce, creating growth and development opportunities for our employees, embracing different perspectives and fostering an inclusive work environment for all.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-008,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"In addition, we encourage employees to develop different networks open to all employees, which contribute to our broader diversity and inclusion initiatives.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-009,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"Our current employee networks include the Analog Veterans Network, Neurodiversity Network, People of Color and Allies Network, Pride Network, Women s Leadership Network and Young Professionals Network.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-010,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"As noted in Environment, Social and Governance above, we published our 2024 ESG Report which details our sustainability efforts, operations efficiency, 9 employee engagement and governance, and also provides a look at the state of our organization and an overview of some of the initiatives we have launched to drive continuous improvements across inclusion, opportunity for all and equitable practices.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-011,pilot25_2026Q1_v1,ADI,numeric,Employee count candidate for ADI: 24500,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,"As of November 1, 2025, we had approximately 24,500 employees, of whom approximately 13,000 are in engineering roles.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ADI-012,pilot25_2026Q1_v1,ADI,qualitative,Workforce-related statement for ADI,SRC-pilot25_2026Q1_v1-FILING-ADI-000000628125000153,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,0000006281-25-000153,2025-11-25,auto_keyword_scan,,Approximately 60% of our workforce is male and 40% female.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
